               id,               time,              pH, temp,      lat,      lon,water_depth,sensor_depth
SF32_2013_2014_EV,2013-12-15 12:00:01,8.12415038454093,-0.58,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-15 16:00:01,8.07683573161936,-0.63,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-15 20:00:01,8.05623537888888, -0.6,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-16 00:00:01,8.08306908180151,-0.65,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-16 04:00:01,8.09447415431472,-0.78,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-16 08:00:01,8.06019160135045,-0.63,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-16 12:00:01,8.06531352979626,-0.69,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-16 16:00:01,8.05417961282249,-0.66,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-16 20:00:01,8.06300176071314,-0.67,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-17 00:00:01,8.05723052436228,-0.68,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-17 04:00:01, 8.0544507316101,-0.78,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-17 08:00:01,8.06562833606929,-0.66,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-17 12:00:01,8.05756058360989,-0.75,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-17 16:00:01,8.05560086369776,-0.72,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-17 20:00:01,8.06030007051046,-0.71,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-18 00:00:01,8.05835653643347,-0.74,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-18 04:00:01,8.08148551537398, -0.8,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-18 08:00:01,8.04155567827853,-0.76,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-18 12:00:01,8.07064150463592,-0.79,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-18 16:00:01,8.06353660847947,-0.75,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-18 20:00:01,8.07312060927121,-0.76,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-19 00:00:01,8.06183420369938,-0.76,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-19 04:00:01,8.06064706749728,-0.86,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-19 08:00:01,8.05515236890251,-0.81,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-19 12:00:01,8.04789659983988,-0.83,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-19 16:00:01,8.04900484404445,-0.86,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-19 20:00:01, 8.0419402841154, -0.8,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-20 00:00:01,8.04917430724372,-0.82,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-20 04:00:01, 8.0958685016727,-0.66,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-20 08:00:01, 8.0977650323194,-0.58,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-20 12:00:01,8.11003455180896,-0.65,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-20 16:00:01,8.07803848657378,-0.65,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-20 20:00:01,8.09203310576812,-0.58,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-21 00:00:01,8.09857531760072,-0.55,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-21 04:00:01,8.10386113804129,-0.68,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-21 08:00:01,8.13384813185937,-0.54,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-21 12:00:01,8.12314593710099,-0.55,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-21 16:00:01,8.10879627438333,-0.53,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-21 20:00:01,8.10894269502366,-0.52,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-22 00:00:01,8.20275431429942,-0.51,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-22 04:00:01,8.17388258027525,-0.66,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-22 08:00:01,8.14463641055374,-0.51,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-22 12:00:01, 8.1592483593654,-0.48,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-22 16:00:01,8.16948441709874,-0.47,-77.63422,166.41467,         28,          18
SF32_2013_2014_EV,2013-12-22 20:00:01,8.16686707781606,-0.49,-77.63422,166.41467,         28,          18
